title                                            	seller     	itemid      	买家  	买家等级                                      	价格	数量	时间                 	套餐            	买家vip                                                                      
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	牵**1	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-11 15:43:20	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	我**瓜	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-11 14:57:23	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	王**7	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-10 21:36:38	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	终**机	http://img.alicdn.com/newrank/b_red_1.gif 	  	1 	2016-01-10 14:54:43	颜色分类:黑色套餐:套餐一 	                                                                           
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	夜**2	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-09 19:09:11	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	茉**1	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-09 14:43:50	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	安**4	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-08 13:06:41	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	j**a	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-08 12:25:48	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
Canon/佳能 700D套机(18-135mm) 佳能 700D 18-135 STM 单反相机	canon好当买专卖店	37530410241 	叶**购	                                          	  	1 	2016-01-07 14:20:04	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
佳能700D单反相机 EOS 700D 单机身 全新国行                     	canon好当买专卖店	37745372665 	t**6	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-19 16:36:45	颜色分类:黑色套餐:官方标配	                                                                           
佳能700D单反相机 EOS 700D 单机身 全新国行                     	canon好当买专卖店	37745372665 	无**清	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-19 12:01:12	颜色分类:黑色套餐:官方标配	                                                                           
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	云**3	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-26 14:51:21	颜色分类:黑色套餐:官方标配	                                                                           
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	哥**人	http://img.alicdn.com/newrank/b_red_1.gif 	  	1 	2016-01-26 13:51:00	颜色分类:黑色套餐:套餐二 	                                                                           
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	d**1	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-26 11:51:44	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	薛**a	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-25 15:12:33	颜色分类:黑色套餐:套餐五 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	妙**族	                                          	  	1 	2016-01-24 15:00:49	颜色分类:黑色套餐:官方标配	                                                                           
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	欧**格	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-23 13:30:29	颜色分类:黑色套餐:套餐一 	                                                                           
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	东**名	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-23 11:08:42	颜色分类:黑色套餐:套餐四 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	微**的	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-22 12:15:03	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	m**8	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-22 10:50:43	颜色分类:黑色套餐:套餐四 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	每**光	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-21 15:27:53	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	r**2	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-21 13:31:49	颜色分类:黑色套餐:套餐四 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	1**笑	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-21 11:36:49	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	m**竹	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-21 11:21:52	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	云**9	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-20 17:26:07	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	芮**5	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-20 15:07:55	颜色分类:黑色套餐:套餐四 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	h**0	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-20 12:56:48	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	云**1	http://img.alicdn.com/newrank/b_red_1.gif 	  	1 	2016-01-19 17:33:45	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	h**7	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-19 13:36:56	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	b**鹏	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-16 13:27:04	颜色分类:黑色套餐:套餐二 	                                                                           
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	奥**3	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-14 22:06:44	颜色分类:黑色套餐:套餐四 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	w**7	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-14 20:15:50	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	美**0	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-14 15:08:15	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	9**我	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-13 19:13:54	颜色分类:黑色套餐:套餐四 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	优**8	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-13 19:02:32	颜色分类:黑色套餐:套餐四 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	n**3	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-13 14:40:01	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	无**瓜	http://img.alicdn.com/newrank/b_blue_3.gif	  	1 	2016-01-12 13:19:10	颜色分类:黑色套餐:套餐一 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	我**6	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-12 13:16:11	颜色分类:黑色套餐:套餐四 	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	t**样	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-11 14:43:38	颜色分类:黑色套餐:套餐二 	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	w**3	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-11 14:35:30	颜色分类:黑色套餐:套餐二 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
佳能700D 小套 佳能EOS 700D/18-55 STM套机 入门单反            	canon好当买专卖店	37745552927 	t**样	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-10 17:45:35	颜色分类:黑色套餐:套餐二 	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	n**4	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-26 15:27:05	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	楼**子	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-22 19:45:38	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	潘**0	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-22 14:42:23	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	j**g	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-21 13:13:44	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	视**阁	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-21 11:24:04	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	l**4	http://img.alicdn.com/newrank/b_blue_3.gif	  	1 	2016-01-21 10:41:11	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	w**8	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-17 10:29:08	颜色分类:黑色套餐:官方标配	                                                                           
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	p**6	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-14 20:45:38	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	l**8	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-14 14:29:41	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	溪**饰	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-12 12:46:38	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	冷**茗	http://img.alicdn.com/newrank/b_blue_3.gif	  	1 	2016-01-11 22:37:04	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	z**6	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-08 14:57:15	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	秦**7	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-07 21:38:44	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	铁**0	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-07 13:57:45	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	小**窝	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-06 10:07:52	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	q**3	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-05 14:21:25	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	双**华	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2015-12-29 15:07:19	颜色分类:黑色套餐:官方标配	                                                                           
[旗舰店] Canon/佳能 EOS 700D 单反套机EF-S 18-135mm 送摄影包   	佳能官方旗舰店    	40997826234 	哥**狸	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2015-12-28 12:33:11	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
[旗舰店] Canon/佳能 入门单反数码相机 EOS 700D 机身 送摄影包         	佳能官方旗舰店    	41018445749 	潇**1	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-21 21:08:09	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
[旗舰店] Canon/佳能 入门单反数码相机 EOS 700D 机身 送摄影包         	佳能官方旗舰店    	41018445749 	1**7	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-19 13:36:22	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
[旗舰店] Canon/佳能 入门单反数码相机 EOS 700D 机身 送摄影包         	佳能官方旗舰店    	41018445749 	m**系	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-14 17:27:54	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
[旗舰店] Canon/佳能 入门单反数码相机 EOS 700D 机身 送摄影包         	佳能官方旗舰店    	41018445749 	k**n	                                          	  	1 	2016-01-11 19:00:19	颜色分类:黑色套餐:官方标配	                                                                           
[旗舰店] Canon/佳能 入门单反数码相机 EOS 700D 机身 送摄影包         	佳能官方旗舰店    	41018445749 	x**0	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-04 12:46:08	颜色分类:黑色套餐:官方标配	                                                                           
[旗舰店] Canon/佳能 入门单反数码相机 EOS 700D 机身 送摄影包         	佳能官方旗舰店    	41018445749 	m**0	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-02 09:49:13	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
[旗舰店] Canon/佳能 入门单反数码相机 EOS 700D 机身 送摄影包         	佳能官方旗舰店    	41018445749 	前**4	http://img.alicdn.com/newrank/b_red_1.gif 	  	1 	2016-01-02 00:01:20	颜色分类:黑色套餐:官方标配	                                                                           
[旗舰店] Canon/佳能 入门单反数码相机 EOS 700D 机身 送摄影包         	佳能官方旗舰店    	41018445749 	t**6	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-01 23:40:13	颜色分类:黑色套餐:官方标配	                                                                           
[旗舰店] Canon/佳能 入门单反数码相机 EOS 700D 机身 送摄影包         	佳能官方旗舰店    	41018445749 	向**小	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2015-12-30 13:34:02	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
行货联保 Canon/佳能 EOS 700D套机(18-55mmSTM)单反相机新品       	杭州美恒数码专营   	41611998359 	云**1	http://img.alicdn.com/newrank/b_red_1.gif 	  	1 	2016-01-05 16:25:57	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
行货联保 Canon/佳能 EOS 700D套机(18-55mmSTM)单反相机新品       	杭州美恒数码专营   	41611998359 	云**1	http://img.alicdn.com/newrank/b_red_1.gif 	  	1 	2015-12-30 14:26:28	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1GbuIXcNkXXXXXXXX-16-16.png" alt="V5会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm 送摄影包   	佳能官方旗舰店    	42070892819 	不**画	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-26 15:42:52	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm 送摄影包   	佳能官方旗舰店    	42070892819 	丿**丶	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-26 15:28:23	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm 送摄影包   	佳能官方旗舰店    	42070892819 	t**6	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-26 15:27:36	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm 送摄影包   	佳能官方旗舰店    	42070892819 	t**1	http://img.alicdn.com/newrank/b_blue_1.gif	  	1 	2016-01-26 14:43:14	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i1/T1GYuIXcRkXXXXXXXX-16-16.png" alt="V3会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm 送摄影包   	佳能官方旗舰店    	42070892819 	t**8	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-26 13:11:55	颜色分类:黑色套餐:官方标配	                                                                           
[旗舰店] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm 送摄影包   	佳能官方旗舰店    	42070892819 	z**n	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-26 12:15:24	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm 送摄影包   	佳能官方旗舰店    	42070892819 	凋**兰	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-26 09:52:05	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm 送摄影包   	佳能官方旗舰店    	42070892819 	陈**0	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-25 22:03:38	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm 送摄影包   	佳能官方旗舰店    	42070892819 	x**3	http://img.alicdn.com/newrank/b_red_3.gif 	  	1 	2016-01-25 21:42:49	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm 送摄影包   	佳能官方旗舰店    	42070892819 	t**8	http://img.alicdn.com/newrank/b_red_4.gif 	  	1 	2016-01-25 19:38:14	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm 送摄影包   	佳能官方旗舰店    	42070892819 	l**4	http://img.alicdn.com/newrank/b_red_5.gif 	  	1 	2016-01-25 19:00:06	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i4/T1FHuIXcNkXXXXXXXX-16-16.png" alt="V2会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm 送摄影包   	佳能官方旗舰店    	42070892819 	l**8	http://img.alicdn.com/newrank/b_blue_2.gif	  	1 	2016-01-25 18:42:26	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i2/T1HbuIXcNkXXXXXXXX-16-16.png" alt="V4会员">
[旗舰店] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm 送摄影包   	佳能官方旗舰店    	42070892819 	格**语	http://img.alicdn.com/newrank/b_red_2.gif 	  	1 	2016-01-25 16:45:44	颜色分类:黑色套餐:官方标配	<img src="//img.alicdn.com/tps/i3/T1PbuIXclkXXXXXXXX-16-16.png" alt="V1会员">
